Draw Date,One,Two,Three,Four,Five,Six,Jackpot
25-Jan-14,34,2,19,38,21,39,$1.7 Million
22-Jan-14,24,43,2,17,14,7,$1.6 Million
18-Jan-14,7,28,29,26,44,13,$1.5 Million
15-Jan-14,2,26,29,6,36,28,$1.4 Million
11-Jan-14,15,26,31,12,43,27,$1.3 Million
8-Jan-14,21,20,44,17,12,25,$1.2 Million
4-Jan-14,5,15,36,33,29,14,$1.1 Million
1-Jan-14,38,27,11,19,3,2,$1.0 Million
28-Dec-13,14,40,23,6,19,15,$3.1 Million
25-Dec-13,11,35,28,39,9,44,$3.0 Million
21-Dec-13,29,8,28,43,5,33,$2.9 Million
18-Dec-13,13,39,20,25,28,27,$2.8 Million
14-Dec-13,17,25,4,8,34,7,$2.7 Million
11-Dec-13,42,34,32,18,26,16,$2.6 Million
7-Dec-13,11,30,34,39,44,32,$2.5 Million
4-Dec-13,5,20,32,31,44,26,$2.4 Million
30-Nov-13,12,38,40,26,18,6,$2.3 Million
27-Nov-13,40,7,37,44,5,19,$2.2 Million
23-Nov-13,8,5,31,32,2,28,$2.1 Million
20-Nov-13,5,39,44,21,33,12,$2.0 Million
16-Nov-13,32,12,43,16,13,28,$1.9 Million
13-Nov-13,16,38,29,24,42,36,$1.8 Million
9-Nov-13,43,19,28,33,38,6,$1.7 Million
6-Nov-13,24,44,16,6,40,39,$1.6 Million
2-Nov-13,28,39,2,6,36,24,$1.5 Million
30-Oct-13,4,16,42,29,26,11,$1.4 Million
26-Oct-13,4,16,5,43,40,8,$1.3 Million
23-Oct-13,43,21,26,22,3,11,$1.2 Million
19-Oct-13,38,2,19,16,40,37,$1.1 Million
16-Oct-13,21,38,22,35,14,32,$1.0 Million
12-Oct-13,13,39,17,29,16,25,$4.7 Million
9-Oct-13,27,6,15,26,5,1,$4.5 Million
5-Oct-13,26,36,20,25,19,35,$4.4 Million
2-Oct-13,44,17,36,26,18,22,$4.3 Million
28-Sep-13,31,29,21,34,7,16,$4.2 Million
25-Sep-13,11,8,42,44,21,37,$4.1 Million
21-Sep-13,10,21,20,32,27,13,$4.0 Million
18-Sep-13,16,33,41,13,40,15,$3.9 Million
14-Sep-13,28,10,5,2,21,30,$3.8 Million
11-Sep-13,5,29,37,7,16,28,$3.7 Million
7-Sep-13,19,31,28,34,18,40,$3.6 Million
4-Sep-13,44,18,27,41,6,38,$3.5 Million
31-Aug-13,34,3,40,26,14,27,$3.4 Million
28-Aug-13,36,34,35,7,25,1,$3.3 Million
24-Aug-13,4,8,44,37,21,18,$3.2 Million
21-Aug-13,32,20,27,7,36,21,$3.1 Million
17-Aug-13,30,19,36,25,4,34,$3.0 Million
14-Aug-13,1,28,42,29,36,10,$2.9 Million
10-Aug-13,25,14,32,7,2,21,$2.8 Million
7-Aug-13,11,37,28,23,27,32,$2.7 Million
3-Aug-13,35,17,11,24,27,28,$2.6 Million
31-Jul-13,21,30,40,22,8,1,$2.5 Million
27-Jul-13,1,24,8,5,4,12,$2.4 Million
24-Jul-13,17,11,12,7,38,28,$2.3 Million
20-Jul-13,19,39,17,32,29,44,$2.2 Million
17-Jul-13,27,31,6,2,16,19,$2.1 Million
13-Jul-13,19,1,38,39,37,14,$2.0 Million
10-Jul-13,30,31,32,19,3,6,$1.9 Million
6-Jul-13,21,27,40,5,42,22,$1.8 Million
3-Jul-13,28,8,34,27,41,4,$1.7 Million
29-Jun-13,28,39,38,15,13,5,$1.6 Million
26-Jun-13,9,27,2,15,26,7,$1.5 Million
22-Jun-13,2,21,8,5,32,14,$1.4 Million
19-Jun-13,11,23,28,2,39,12,$1.3 Million
15-Jun-13,20,40,29,30,31,34,$1.2 Million
12-Jun-13,22,29,33,36,31,12,$1.1 Million
8-Jun-13,26,9,28,20,6,5,$1.0 Million
5-Jun-13,5,41,26,38,7,42,$2.0 Million
1-Jun-13,14,26,35,31,8,18,$1.9 Million
29-May-13,15,31,28,2,43,37,$1.8 Million
25-May-13,29,42,38,6,19,40,$1.7 Million
22-May-13,44,15,3,40,9,2,$1.6 Million
18-May-13,8,23,16,41,22,43,$1.5 Million
15-May-13,44,40,23,17,37,26,$1.4 Million
11-May-13,13,30,17,18,44,41,$1.3 Million
8-May-13,6,25,36,31,1,44,$1.2 Million
4-May-13,44,37,29,2,15,27,$1.1 Million
1-May-13,5,43,37,11,26,29,$1.0 Million
27-Apr-13,14,32,25,3,44,35,$1.1 Million
24-Apr-13,2,38,24,42,17,33,$1.0 Million
20-Apr-13,21,20,24,14,25,35,$2.7 Million
17-Apr-13,11,2,13,8,41,24,$2.6 Million
13-Apr-13,3,33,16,27,41,7,$2.5 Million
10-Apr-13,5,44,2,34,40,24,$2.4 Million
6-Apr-13,28,29,7,20,17,26,$2.3 Million
3-Apr-13,18,2,38,36,21,13,$2.2 Million
30-Mar-13,27,44,3,16,25,21,$2.1 Million
27-Mar-13,31,36,17,28,37,44,$2.0 Million
23-Mar-13,28,11,6,14,40,20,$1.9 Million
20-Mar-13,1,19,10,8,13,18,$1.8 Million
16-Mar-13,5,11,4,44,43,40,$1.7 Million
13-Mar-13,18,32,34,31,36,41,$1.6 Million
9-Mar-13,15,13,7,37,28,24,$1.5 Million
6-Mar-13,33,40,12,30,24,11,$1.4 Million
2-Mar-13,32,7,25,42,40,3,$1.3 Million
27-Feb-13,20,23,42,38,33,21,$1.2 Million
23-Feb-13,27,3,8,39,2,17,$1.1 Million
20-Feb-13,22,8,23,26,27,9,$1.0 Million
16-Feb-13,40,1,27,37,8,36,$2.2 Million
13-Feb-13,10,20,26,13,43,4,$2.1 Million
9-Feb-13,18,30,31,29,19,24,$2.0 Million
6-Feb-13,34,31,1,28,30,41,$1.9 Million
2-Feb-13,31,32,24,5,40,37,$1.8 Million
30-Jan-13,37,32,26,10,30,36,$1.7 Million
26-Jan-13,37,39,32,4,15,26,$1.6 Million
23-Jan-13,41,44,20,22,36,19,$1.5 Million
19-Jan-13,25,34,10,19,9,29,$1.4 Million
16-Jan-13,1,21,5,16,40,41,$1.3 Million
12-Jan-13,36,4,34,35,11,15,$1.2 Million
9-Jan-13,30,18,7,13,21,32,$1.1 Million
5-Jan-13,11,34,30,42,1,24,$1.0 Million
2-Jan-13,18,33,6,17,2,22,$2.3 Million
29-Dec-12,16,41,3,5,35,21,$2.2 Million
26-Dec-12,2,27,12,15,37,9,$2.1 Million
22-Dec-12,13,44,7,38,30,1,$2.0 Million
19-Dec-12,29,18,41,32,42,1,$1.9 Million
15-Dec-12,1,16,13,11,20,17,$1.8 Million
12-Dec-12,36,1,37,29,10,13,$1.7 Million
8-Dec-12,29,43,23,11,12,18,$1.6 Million
5-Dec-12,16,8,38,41,15,31,$1.5 Million
1-Dec-12,9,15,18,36,16,30,$1.4 Million
28-Nov-12,38,27,1,31,2,43,$1.3 Million
24-Nov-12,29,6,17,43,37,35,$1.2 Million
21-Nov-12,5,2,14,9,1,28,$1.1 Million
17-Nov-12,2,38,43,24,42,40,$1.0 Million
14-Nov-12,34,41,12,16,1,4,$4.2 Million
10-Nov-12,5,24,19,26,18,33,$4.1 Million
7-Nov-12,31,33,22,16,21,6,$4.0 Million
3-Nov-12,37,44,15,30,13,32,$3.9 Million
31-Oct-12,8,26,42,24,39,41,$3.8 Million
27-Oct-12,34,12,18,27,1,21,$3.7 Million
24-Oct-12,1,14,34,35,22,3,$3.6 Million
20-Oct-12,28,8,19,25,39,11,$3.5 Million
17-Oct-12,43,13,22,34,36,38,$3.4 Million
13-Oct-12,10,43,28,31,8,4,$3.3 Million
10-Oct-12,43,22,23,44,19,42,$3.2 Million
6-Oct-12,26,30,27,40,35,12,$3.1 Million
3-Oct-12,25,30,19,29,16,10,$3.0 Million
29-Sep-12,9,38,24,29,36,28,$2.9 Million
26-Sep-12,34,18,38,4,16,37,$2.8 Million
22-Sep-12,32,24,30,6,4,29,$2.7 Million
19-Sep-12,30,15,11,17,35,10,$2.6 Million
15-Sep-12,9,37,7,38,24,8,$2.5 Million
12-Sep-12,6,33,27,1,23,42,$2.4 Million
8-Sep-12,17,4,19,32,44,31,$2.3 Million
5-Sep-12,28,22,15,29,35,3,$2.2 Million
1-Sep-12,32,10,43,1,19,25,$2.1 Million
29-Aug-12,16,42,36,41,34,4,$2.0 Million
25-Aug-12,39,24,32,29,41,12,$1.9 Million
22-Aug-12,5,2,34,16,31,29,$1.8 Million
18-Aug-12,10,4,33,22,17,20,$1.7 Million
15-Aug-12,38,4,6,32,11,39,$1.6 Million
11-Aug-12,21,10,36,33,38,29,$1.5 Million
8-Aug-12,3,43,6,27,15,41,$1.4 Million
4-Aug-12,44,27,12,10,16,33,$1.3 Million
1-Aug-12,29,24,20,9,41,10,$1.2 Million
28-Jul-12,6,4,13,31,29,10,$1.1 Million
25-Jul-12,33,3,38,4,13,31,$1.0 Million
21-Jul-12,14,15,38,13,19,2,$2.7 Million
18-Jul-12,19,2,30,9,44,7,$2.6 Million
14-Jul-12,6,35,41,16,22,28,$2.5 Million
11-Jul-12,27,36,9,34,17,8,$2.4 Million
7-Jul-12,6,22,7,26,1,13,$2.3 Million
4-Jul-12,31,35,40,10,5,43,$2.2 Million
30-Jun-12,22,42,27,16,23,36,$2.1 Million
27-Jun-12,19,18,25,20,31,6,$2.0 Million
23-Jun-12,41,23,29,22,30,25,$1.9 Million
20-Jun-12,21,17,13,10,11,16,$1.8 Million
16-Jun-12,37,25,5,13,24,34,$1.7 Million
13-Jun-12,39,29,38,43,5,2,$1.6 Million
9-Jun-12,31,8,3,35,1,30,$1.5 Million
6-Jun-12,12,28,21,16,42,10,$1.4 Million
2-Jun-12,32,7,44,33,16,20,$1.3 Million
30-May-12,14,29,15,44,6,23,$1.2 Million
26-May-12,20,36,35,39,32,14,$1.1 Million
23-May-12,29,4,42,5,31,23,$1.0 Million
19-May-12,11,43,19,29,2,12,$1.5 Million
16-May-12,28,1,35,10,19,25,$1.4 Million
12-May-12,6,38,30,4,43,23,$1.3 Million
9-May-12,23,14,5,32,37,42,$1.2 Million
5-May-12,18,4,29,36,43,21,$1.1 Million
2-May-12,9,40,16,24,38,33,$1.0 Million
28-Apr-12,41,2,22,17,44,31,$1.2 Million
25-Apr-12,13,17,42,43,5,6,$1.1 Million
21-Apr-12,18,13,3,21,16,5,$1.0 Million
18-Apr-12,42,38,25,36,35,22,$2.9 Million
14-Apr-12,27,3,1,29,20,44,$2.8 Million
11-Apr-12,35,3,23,30,11,40,$2.7 Million
7-Apr-12,40,18,4,14,27,42,$2.6 Million
4-Apr-12,44,15,7,5,14,4,$2.5 Million
31-Mar-12,41,43,25,11,24,17,$2.4 Million
28-Mar-12,11,19,37,40,13,38,$2.3 Million
24-Mar-12,21,44,35,36,29,27,$2.2 Million
21-Mar-12,7,44,39,42,8,24,$2.1 Million
17-Mar-12,18,17,9,2,5,29,$2.0 Million
14-Mar-12,26,36,44,12,10,23,$1.9 Million
10-Mar-12,24,9,4,21,42,40,$1.8 Million
7-Mar-12,16,11,26,44,13,36,$1.7 Million
3-Mar-12,5,22,23,44,27,28,$1.6 Million
29-Feb-12,20,6,29,26,41,18,$1.5 Million
25-Feb-12,15,14,10,12,22,41,$1.4 Million
22-Feb-12,3,12,37,35,41,19,$1.3 Million
18-Feb-12,22,34,3,25,35,8,$1.2 Million
15-Feb-12,24,2,15,17,21,43,$1.1 Million
11-Feb-12,35,22,26,21,27,16,$1.0 Million
8-Feb-12,33,31,22,24,40,43,$3.0 Million
4-Feb-12,3,38,16,26,18,1,$2.9 Million
1-Feb-12,25,27,1,39,43,17,$2.8 Million
28-Jan-12,24,11,2,12,42,18,$2.7 Million
25-Jan-12,21,24,4,10,2,43,$2.6 Million
21-Jan-12,27,7,11,23,40,35,$2.5 Million
18-Jan-12,42,10,20,8,4,7,$2.4 Million
14-Jan-12,22,26,1,8,17,7,$2.3 Million
11-Jan-12,8,34,26,40,3,39,$2.2 Million
7-Jan-12,37,14,36,7,34,12,$2.1 Million
4-Jan-12,5,38,12,19,17,26,$2.0 Million
31-Dec-11,11,26,41,40,13,18,$1.9 Million
28-Dec-11,8,41,30,38,21,23,$1.8 Million
24-Dec-11,19,34,10,25,15,16,$1.7 Million
21-Dec-11,21,8,40,37,43,14,$1.6 Million
17-Dec-11,7,37,9,44,17,42,$1.5 Million
14-Dec-11,15,28,6,32,2,25,$1.4 Million
10-Dec-11,33,7,36,4,38,43,$1.3 Million
7-Dec-11,4,3,36,31,2,16,$1.2 Million
3-Dec-11,33,39,12,21,43,31,$1.1 Million
30-Nov-11,5,17,44,24,1,40,$1.0 Million
26-Nov-11,20,37,22,33,31,2,$2.4 Million
23-Nov-11,12,36,32,24,27,43,$2.3 Million
19-Nov-11,22,27,28,44,20,16,$2.2 Million
16-Nov-11,33,2,32,13,39,6,$2.1 Million
12-Nov-11,27,25,17,28,26,12,$2.0 Million
9-Nov-11,12,38,10,40,41,23,$1.9 Million
5-Nov-11,10,1,43,8,42,3,$1.8 Million
2-Nov-11,24,39,5,26,12,37,$1.7 Million
29-Oct-11,6,18,41,35,8,19,$1.6 Million
26-Oct-11,42,33,43,41,25,44,$1.5 Million
22-Oct-11,39,14,15,18,26,28,$1.4 Million
19-Oct-11,24,8,36,12,2,37,$1.3 Million
15-Oct-11,7,36,44,27,13,10,$1.2 Million
12-Oct-11,18,41,10,2,9,15,$1.1 Million
8-Oct-11,4,34,16,36,32,35,$1.0 Million
5-Oct-11,33,27,31,17,4,11,$2.8 Million
1-Oct-11,43,13,10,14,33,32,$2.7 Million
28-Sep-11,2,9,20,44,23,32,$2.6 Million
24-Sep-11,1,25,33,29,32,40,$2.5 Million
21-Sep-11,16,24,41,32,9,3,$2.4 Million
17-Sep-11,40,3,43,24,7,12,$2.3 Million
14-Sep-11,44,23,17,28,10,36,$2.2 Million
10-Sep-11,8,2,30,41,37,11,$2.1 Million
7-Sep-11,23,5,39,7,6,25,$2.0 Million
3-Sep-11,15,20,5,43,41,26,$1.9 Million
31-Aug-11,34,17,24,23,36,7,$1.8 Million
27-Aug-11,26,10,37,14,31,12,$1.7 Million
24-Aug-11,17,20,21,16,40,35,$1.6 Million
20-Aug-11,40,31,32,34,1,16,$1.5 Million
17-Aug-11,8,2,7,36,23,40,$1.4 Million
13-Aug-11,37,26,42,44,32,24,$1.3 Million
10-Aug-11,38,28,3,34,23,16,$1.2 Million
6-Aug-11,22,15,26,19,17,23,$1.1 Million
3-Aug-11,43,38,33,15,22,25,$1.0 Million
30-Jul-11,16,41,1,29,26,24,$1.2 Million
27-Jul-11,29,37,1,3,2,23,$1.1 Million
23-Jul-11,20,5,34,15,33,22,$1.0 Million
20-Jul-11,21,33,35,22,4,37,$1.6 Million
16-Jul-11,37,33,29,26,31,44,$1.5 Million
13-Jul-11,12,33,34,6,7,5,$1.4 Million
9-Jul-11,23,43,8,4,13,12,$1.3 Million
6-Jul-11,17,36,20,30,28,7,$1.2 Million
2-Jul-11,34,16,13,14,21,26,$1.1 Million
29-Jun-11,9,14,17,15,34,25,$1.0 Million
25-Jun-11,10,20,38,30,6,40,$1.9 Million
22-Jun-11,28,6,18,11,24,34,$1.8 Million
18-Jun-11,33,31,15,34,22,12,$1.7 Million
15-Jun-11,8,30,44,23,36,21,$1.6 Million
11-Jun-11,28,41,14,29,40,35,$1.5 Million
8-Jun-11,41,34,10,43,24,7,$1.4 Million
4-Jun-11,40,26,31,44,14,42,$1.3 Million
1-Jun-11,28,31,4,1,34,24,$1.2 Million
28-May-11,30,1,32,39,35,3,$1.1 Million
25-May-11,4,42,24,10,20,40,$1.0 Million
21-May-11,10,12,4,33,32,3,$1.1 Million
18-May-11,30,15,14,38,31,4,$1.0 Million
14-May-11,42,11,13,20,29,40,$1.6 Million
11-May-11,44,22,32,28,23,21,$1.5 Million
7-May-11,13,41,28,40,30,25,$1.4 Million
4-May-11,12,34,24,35,6,10,$1.3 Million
30-Apr-11,43,42,41,40,11,18,$1.2 Million
27-Apr-11,29,4,15,23,27,11,$1.1 Million
23-Apr-11,12,11,17,37,16,41,$1.0 Million
20-Apr-11,14,31,26,5,36,38,$2.8 Million
16-Apr-11,19,35,12,38,18,25,$2.7 Million
13-Apr-11,33,37,44,25,15,31,$2.6 Million
9-Apr-11,37,41,44,25,9,30,$2.5 Million
6-Apr-11,34,20,23,36,17,12,$2.4 Million
2-Apr-11,39,29,18,5,41,22,$2.3 Million
30-Mar-11,42,38,4,5,12,22,$2.2 Million
26-Mar-11,26,41,12,22,7,23,$2.1 Million
23-Mar-11,19,18,6,20,26,8,$2.0 Million
19-Mar-11,43,2,15,37,8,13,$1.9 Million
16-Mar-11,1,12,26,34,17,6,$1.8 Million
12-Mar-11,17,23,19,37,43,2,$1.7 Million
9-Mar-11,10,24,17,27,41,1,$1.6 Million
5-Mar-11,28,24,38,12,41,31,$1.5 Million
2-Mar-11,39,32,17,16,22,1,$1.4 Million
26-Feb-11,21,7,18,27,37,24,$1.3 Million
23-Feb-11,19,8,37,26,40,34,$1.2 Million
19-Feb-11,33,13,7,44,5,11,$1.1 Million
16-Feb-11,7,34,37,43,21,14,$1.0 Million
12-Feb-11,6,9,13,3,1,43,$1.5 Million
9-Feb-11,12,27,18,6,1,7,$1.4 Million
5-Feb-11,43,20,31,30,5,3,$1.3 Million
2-Feb-11,26,44,30,3,32,17,$1.2 Million
29-Jan-11,15,7,10,8,14,18,$1.1 Million
26-Jan-11,3,15,42,11,44,33,$1.0 Million
22-Jan-11,30,34,27,29,44,28,$4.2 Million
19-Jan-11,25,29,17,4,24,30,$4.0 Million
15-Jan-11,14,3,42,20,4,31,$3.9 Million
12-Jan-11,32,5,36,44,27,26,$3.7 Million
8-Jan-11,2,10,36,43,38,17,$3.6 Million
5-Jan-11,7,1,40,14,37,13,$3.5 Million
1-Jan-11,5,17,43,9,26,2,$3.4 Million
29-Dec-10,38,42,11,13,24,18,$3.3 Million
25-Dec-10,5,28,29,39,36,7,$3.2 Million
22-Dec-10,15,10,25,28,6,14,$3.1 Million
18-Dec-10,15,41,10,32,38,23,$3.0 Million
15-Dec-10,34,40,19,38,21,12,$2.9 Million
11-Dec-10,18,8,13,31,30,9,$2.8 Million
8-Dec-10,15,11,30,35,43,37,$2.7 Million
4-Dec-10,2,40,39,5,12,10,$2.6 Million
1-Dec-10,29,18,26,23,3,15,$2.5 Million
27-Nov-10,40,28,26,27,14,44,$2.4 Million
24-Nov-10,25,5,22,11,18,33,$2.3 Million
20-Nov-10,3,39,10,42,21,33,$2.2 Million
17-Nov-10,2,1,41,30,23,14,$2.1 Million
13-Nov-10,31,21,9,4,19,22,$2.0 Million
10-Nov-10,8,33,24,40,30,2,$1.9 Million
6-Nov-10,29,25,4,13,31,42,$1.8 Million
3-Nov-10,13,2,12,36,24,16,$1.7 Million
30-Oct-10,8,23,11,17,35,14,$1.6 Million
27-Oct-10,38,33,7,27,17,28,$1.5 Million
23-Oct-10,43,16,1,28,36,33,$1.4 Million
20-Oct-10,15,39,42,22,35,2,$1.3 Million
16-Oct-10,16,40,21,42,2,5,$1.2 Million
13-Oct-10,29,17,37,38,22,44,$1.1 Million
9-Oct-10,9,41,29,35,18,12,$1.0 Million
6-Oct-10,14,17,36,33,9,27,$4.9 Million
2-Oct-10,10,28,39,21,38,6,$4.8 Million
29-Sep-10,22,9,11,31,6,29,$4.7 Million
25-Sep-10,38,40,39,26,41,19,$4.5 Million
22-Sep-10,9,8,36,4,13,5,$4.3 Million
18-Sep-10,26,40,1,37,39,12,$4.2 Million
15-Sep-10,5,17,3,25,30,24,$4.0 Million
11-Sep-10,2,7,3,1,21,39,$3.8 Million
8-Sep-10,30,28,9,11,23,37,$3.7 Million
4-Sep-10,40,19,5,11,36,3,$3.6 Million
1-Sep-10,16,15,7,29,14,25,$3.5 Million
28-Aug-10,16,12,23,43,14,28,$3.4 Million
25-Aug-10,26,28,27,10,12,3,$3.3 Million
21-Aug-10,42,14,32,24,12,31,$3.2 Million
18-Aug-10,39,5,27,34,35,22,$3.1 Million
14-Aug-10,28,12,24,41,26,22,$3.0 Million
11-Aug-10,26,41,42,25,5,31,$2.9 Million
7-Aug-10,42,30,28,15,11,13,$2.8 Million
4-Aug-10,13,12,23,21,27,1,$2.7 Million
31-Jul-10,37,17,11,27,40,23,$2.6 Million
28-Jul-10,33,1,24,28,6,2,$2.5 Million
24-Jul-10,37,42,17,16,35,7,$2.4 Million
21-Jul-10,3,44,33,16,42,10,$2.3 Million
17-Jul-10,5,35,2,28,18,26,$2.2 Million
14-Jul-10,2,3,44,31,13,41,$2.1 Million
10-Jul-10,27,29,17,32,43,40,$2.0 Million
7-Jul-10,21,25,14,24,34,6,$1.9 Million
3-Jul-10,22,25,4,29,13,8,$1.8 Million
30-Jun-10,29,8,15,36,40,11,$1.7 Million
26-Jun-10,16,42,27,7,14,40,$1.6 Million
23-Jun-10,35,9,11,2,6,4,$1.5 Million
19-Jun-10,18,4,40,35,39,30,$1.4 Million
16-Jun-10,1,4,40,9,44,32,$1.3 Million
12-Jun-10,16,8,32,41,36,27,$1.2 Million
9-Jun-10,30,9,26,21,34,7,$1.1 Million
5-Jun-10,29,14,5,24,1,15,$1.0 Million
2-Jun-10,18,23,7,28,10,11,$2.3 Million
29-May-10,5,30,34,7,41,11,$2.2 Million
26-May-10,44,32,16,12,10,33,$2.1 Million
22-May-10,38,13,35,18,19,33,$2.0 Million
19-May-10,16,5,8,40,42,11,$1.9 Million
15-May-10,17,18,33,37,31,44,$1.8 Million
12-May-10,7,13,41,17,36,21,$1.7 Million
8-May-10,18,35,15,28,22,10,$1.6 Million
5-May-10,39,19,15,43,5,33,$1.5 Million
1-May-10,14,23,28,31,35,38,$1.4 Million
28-Apr-10,20,23,14,22,34,10,$1.3 Million
24-Apr-10,5,25,10,4,32,36,$1.2 Million
21-Apr-10,14,4,5,25,23,33,$1.1 Million
17-Apr-10,14,36,25,43,22,13,$1.0 Million
14-Apr-10,11,36,23,43,34,28,$5.5 Million
10-Apr-10,8,33,21,20,11,23,$5.3 Million
7-Apr-10,11,10,1,20,16,43,$5.1 Million
3-Apr-10,28,35,25,4,24,19,$4.9 Million
31-Mar-10,21,24,8,42,3,17,$4.7 Million
27-Mar-10,27,41,18,36,14,32,$4.4 Million
24-Mar-10,40,1,36,33,6,31,$4.1 Million
20-Mar-10,24,1,15,6,29,41,$4.0 Million
17-Mar-10,24,9,35,30,18,14,$3.9 Million
13-Mar-10,8,28,6,31,16,36,$3.8 Million
10-Mar-10,34,33,11,39,24,19,$3.6 Million
6-Mar-10,22,34,20,27,9,25,$3.4 Million
3-Mar-10,4,13,26,39,18,30,$3.3 Million
27-Feb-10,7,20,21,10,40,18,$3.1 Million
24-Feb-10,24,5,8,25,43,18,$2.9 Million
20-Feb-10,7,43,9,21,12,14,$2.8 Million
17-Feb-10,16,35,40,4,23,30,$2.7 Million
13-Feb-10,37,16,5,38,31,40,$2.6 Million
10-Feb-10,27,7,3,24,17,10,$2.5 Million
6-Feb-10,12,23,17,19,44,20,$2.4 Million
3-Feb-10,32,39,18,43,22,40,$2.3 Million
30-Jan-10,28,27,13,33,3,35,$2.2 Million
27-Jan-10,12,21,39,30,15,8,$2.1 Million
23-Jan-10,7,6,31,13,43,25,$2.0 Million
20-Jan-10,13,28,21,2,33,43,$1.9 Million
16-Jan-10,19,31,23,36,17,44,$1.8 Million
13-Jan-10,23,3,31,6,34,28,$1.7 Million
9-Jan-10,33,32,36,41,19,40,$1.6 Million
6-Jan-10,35,19,38,44,17,32,$1.5 Million
2-Jan-10,41,36,24,30,1,34,$1.4 Million
30-Dec-09,32,41,14,15,12,30,$1.3 Million
26-Dec-09,31,2,37,34,22,29,$1.2 Million
23-Dec-09,1,6,23,33,8,11,$1.1 Million
19-Dec-09,31,4,27,38,3,8,$1.0 Million
16-Dec-09,10,17,1,5,15,22,$2.7 Million
12-Dec-09,13,40,42,37,9,28,$2.6 Million
9-Dec-09,22,35,23,24,26,18,$2.5 Million
5-Dec-09,33,17,24,43,12,35,$2.4 Million
2-Dec-09,16,31,32,43,5,21,$2.3 Million
28-Nov-09,6,29,8,23,31,11,$2.2 Million
25-Nov-09,32,28,25,17,9,43,$2.1 Million
21-Nov-09,26,19,2,6,31,33,$2.0 Million
18-Nov-09,7,14,29,36,35,15,$1.9 Million
14-Nov-09,40,18,13,12,10,42,$1.8 Million
11-Nov-09,28,9,27,1,14,3,$1.7 Million
7-Nov-09,5,36,8,35,38,43,$1.6 Million
4-Nov-09,43,39,40,2,11,29,$1.5 Million
31-Oct-09,20,37,41,1,16,39,$1.4 Million
28-Oct-09,21,43,7,31,24,3,$1.3 Million
24-Oct-09,11,21,22,39,9,17,$1.2 Million
21-Oct-09,43,36,15,8,32,7,$1.1 Million
17-Oct-09,27,31,15,36,35,8,$1.0 Million
14-Oct-09,42,3,19,7,18,27,$1.1 Million
10-Oct-09,15,25,41,11,27,36,$1.0 Million
7-Oct-09,37,40,14,11,34,38,$2.0 Million
3-Oct-09,13,34,36,43,18,16,$1.9 Million
30-Sep-09,4,9,37,20,26,12,$1.8 Million
26-Sep-09,26,38,33,12,22,31,$1.7 Million
23-Sep-09,38,14,7,27,6,12,$1.6 Million
19-Sep-09,39,13,9,16,35,21,$1.5 Million
16-Sep-09,13,21,23,15,18,24,$1.4 Million
12-Sep-09,41,17,30,24,6,15,$1.3 Million
9-Sep-09,2,8,13,25,10,16,$1.2 Million
5-Sep-09,6,44,34,14,30,33,$1.1 Million
2-Sep-09,23,31,4,18,2,34,$1.0 Million
29-Aug-09,21,36,23,35,26,38,$4.4 Million
26-Aug-09,6,37,18,3,21,7,$4.2 Million
22-Aug-09,24,43,9,6,5,42,$3.9 Million
19-Aug-09,10,8,32,9,40,17,$3.7 Million
15-Aug-09,43,29,41,4,5,3,$3.5 Million
12-Aug-09,40,27,34,19,8,7,$3.3 Million
8-Aug-09,24,35,11,26,17,20,$3.1 Million
5-Aug-09,32,7,30,39,38,24,$2.9 Million
1-Aug-09,37,21,19,2,44,3,$2.7 Million
29-Jul-09,41,26,28,42,5,13,$2.6 Million
25-Jul-09,24,32,42,2,23,12,$2.5 Million
22-Jul-09,26,41,11,28,3,12,$2.4 Million
18-Jul-09,14,6,17,28,22,31,$2.3 Million
15-Jul-09,26,34,32,43,20,17,$2.2 Million
11-Jul-09,21,35,20,40,12,18,$2.1 Million
8-Jul-09,8,42,2,40,28,16,$2.0 Million
4-Jul-09,2,43,9,37,15,16,$1.9 Million
1-Jul-09,20,22,5,40,37,31,$1.8 Million
27-Jun-09,31,34,2,38,21,4,$1.7 Million
24-Jun-09,23,18,34,19,27,1,$1.6 Million
20-Jun-09,36,29,16,23,30,15,$1.5 Million
17-Jun-09,32,21,25,13,5,22,$1.4 Million
13-Jun-09,22,24,12,5,28,14,$1.3 Million
10-Jun-09,9,4,36,18,17,34,$1.2 Million
6-Jun-09,7,12,1,9,43,6,$1.1 Million
3-Jun-09,38,12,39,1,30,4,$1.0 Million
30-May-09,21,28,44,34,14,41,$1.3 Million
27-May-09,20,34,39,30,37,25,$1.2 Million
23-May-09,8,32,39,25,21,3,$1.1 Million
20-May-09,14,8,7,32,2,21,$1.0 Million
16-May-09,19,42,5,4,8,2,$2.0 Million
13-May-09,37,20,16,9,42,23,$1.9 Million
9-May-09,1,9,17,7,25,42,$1.8 Million
6-May-09,17,25,37,20,31,19,$1.7 Million
2-May-09,18,31,30,9,41,12,$1.6 Million
29-Apr-09,10,20,42,9,16,18,$1.5 Million
25-Apr-09,34,11,37,29,39,22,$1.4 Million
22-Apr-09,5,40,23,9,14,21,$1.3 Million
18-Apr-09,3,38,20,19,13,14,$1.2 Million
15-Apr-09,8,15,36,14,1,11,$1.1 Million
11-Apr-09,38,5,26,29,33,3,$1.0 Million
8-Apr-09,25,22,26,15,2,30,$1.1 Million
