Draw Date,One,Two,Three,Four,Five,Six,Jackpot
16-Jun-04,3,11,14,23,31,43,$8.8 Million
12-Jun-04,3,9,13,22,34,40,$8.4 Million
9-Jun-04,23,28,32,36,43,44,$8.1 Million
5-Jun-04,1,16,27,28,33,37,$7.8 Million
2-Jun-04,4,12,27,31,35,42,$7.5 Million
29-May-04,7,22,23,28,32,44,$7.2 Million
26-May-04,4,8,22,24,32,35,$6.9 Million
22-May-04,4,15,34,35,36,39,$6.7 Million
19-May-04,2,4,17,25,36,37,$6.4 Million
15-May-04,7,21,22,29,37,42,$6.2 Million
12-May-04,5,7,19,24,34,35,$5.8 Million
8-May-04,9,16,20,22,26,35,$5.5 Million
5-May-04,7,9,19,33,38,42,$5.2 Million
1-May-04,3,5,18,22,23,37,$5.0 Million
28-Apr-04,6,7,8,21,39,41,$4.7 Million
24-Apr-04,5,11,13,15,18,26,$4.5 Million
21-Apr-04,8,14,18,29,31,36,$4.2 Million
17-Apr-04,2,3,13,15,19,43,$4.0 Million
14-Apr-04,3,17,37,39,42,43,$3.7 Million
10-Apr-04,4,9,26,28,38,40,$3.6 Million
7-Apr-04,8,11,16,18,25,26,$3.4 Million
3-Apr-04,7,16,17,29,36,43,$3.3 Million
31-Mar-04,2,8,10,34,37,44,$3.1 Million
27-Mar-04,5,13,26,30,35,38,$3.0 Million
24-Mar-04,2,30,31,32,36,37,$2.7 Million
20-Mar-04,8,20,26,33,41,43,$2.6 Million
17-Mar-04,6,8,24,25,41,43,$2.5 Million
13-Mar-04,3,14,16,28,42,44,$2.4 Million
10-Mar-04,7,9,10,11,25,29,$2.2 Million
6-Mar-04,11,12,25,27,28,32,$2.1 Million
3-Mar-04,7,8,17,19,30,39,$2.0 Million
28-Feb-04,11,17,23,25,40,43,$1.9 Million
25-Feb-04,7,13,24,30,36,39,$1.8 Million
21-Feb-04,9,12,23,30,33,43,$1.7 Million
18-Feb-04,13,21,27,33,39,43,$1.6 Million
14-Feb-04,1,22,23,35,38,41,$1.5 Million
11-Feb-04,4,5,10,12,21,29,$1.4 Million
7-Feb-04,2,32,35,37,42,44,$1.3 Million
4-Feb-04,4,7,18,23,41,44,$1.2 Million
31-Jan-04,9,10,20,25,27,34,$1.1 Million
28-Jan-04,7,15,19,23,33,42,$1.0 Million
24-Jan-04,16,27,33,34,37,40,$1.6 Million
21-Jan-04,3,23,31,36,43,44,$1.5 Million
17-Jan-04,15,21,24,28,34,41,$1.4 Million
14-Jan-04,14,19,25,26,33,41,$1.3 Million
10-Jan-04,2,3,19,30,31,42,$1.2 Million
7-Jan-04,4,9,13,14,15,31,$1.1 Million
3-Jan-04,5,15,20,24,29,39,$1.0 Million
31-Dec-03,4,13,19,29,40,43,$1.5 Million
27-Dec-03,12,16,23,34,38,43,$1.4 Million
24-Dec-03,5,8,16,17,20,30,$1.3 Million
20-Dec-03,7,14,16,19,29,40,$1.2 Million
17-Dec-03,1,3,15,21,23,41,$1.1 Million
13-Dec-03,15,17,20,21,38,41,$1.0 Million
10-Dec-03,1,2,5,8,29,37,$3.4 Million
6-Dec-03,2,4,21,25,42,44,$3.3 Million
3-Dec-03,9,18,20,32,33,43,$3.1 Million
29-Nov-03,6,12,26,34,40,41,$3.0 Million
26-Nov-03,14,18,32,35,39,44,$2.7 Million
22-Nov-03,13,15,16,18,37,44,$2.6 Million
19-Nov-03,1,20,25,28,33,36,$2.4 Million
15-Nov-03,5,13,17,22,25,33,$2.3 Million
12-Nov-03,9,16,19,20,38,41,$2.2 Million
8-Nov-03,3,19,29,40,42,44,$2.1 Million
5-Nov-03,13,19,28,35,43,44,$2.0 Million
1-Nov-03,5,15,17,26,29,39,$1.9 Million
29-Oct-03,6,10,25,27,30,37,$1.8 Million
25-Oct-03,11,16,18,30,37,40,$1.7 Million
22-Oct-03,2,12,23,26,33,39,$1.6 Million
18-Oct-03,9,11,17,18,26,32,$1.5 Million
15-Oct-03,2,6,29,32,33,42,$1.4 Million
11-Oct-03,4,20,26,36,38,39,$1.3 Million
8-Oct-03,6,13,20,21,31,42,$1.2 Million
4-Oct-03,7,14,27,35,43,44,$1.1 Million
1-Oct-03,5,6,26,31,41,43,$1.0 Million
27-Sep-03,19,21,27,32,37,40,$2.5 Million
24-Sep-03,14,16,26,30,40,43,$2.3 Million
20-Sep-03,7,13,14,29,34,39,$2.2 Million
17-Sep-03,5,15,25,31,34,39,$2.1 Million
13-Sep-03,4,5,6,8,18,37,$2.0 Million
10-Sep-03,6,16,18,23,39,42,$1.9 Million
6-Sep-03,3,5,9,13,15,30,$1.8 Million
3-Sep-03,4,5,6,16,30,43,$1.7 Million
30-Aug-03,9,23,25,28,35,40,$1.6 Million
27-Aug-03,1,7,10,26,28,40,$1.5 Million
23-Aug-03,7,14,19,21,28,44,$1.4 Million
20-Aug-03,7,29,31,32,33,35,$1.3 Million
16-Aug-03,3,5,23,29,39,42,$1.2 Million
13-Aug-03,1,8,15,27,38,43,$1.1 Million
9-Aug-03,6,10,31,37,39,44,$1.0 Million
6-Aug-03,1,5,12,25,26,44,$3.9 Million
2-Aug-03,11,18,25,30,35,40,$3.7 Million
30-Jul-03,19,21,28,30,34,43,$3.5 Million
26-Jul-03,11,15,17,18,27,33,$3.2 Million
23-Jul-03,7,20,24,35,36,42,$3.0 Million
19-Jul-03,4,9,25,26,40,43,$2.9 Million
16-Jul-03,1,2,8,9,32,37,$2.7 Million
12-Jul-03,15,19,25,27,29,39,$2.4 Million
9-Jul-03,5,8,29,36,38,40,$2.2 Million
5-Jul-03,6,11,23,25,43,44,$2.1 Million
2-Jul-03,9,20,25,31,37,41,$2.0 Million
28-Jun-03,5,7,14,20,32,34,$1.9 Million
25-Jun-03,19,22,23,24,35,40,$1.8 Million
21-Jun-03,1,6,10,13,17,32,$1.7 Million
18-Jun-03,10,14,18,28,32,38,$1.6 Million
14-Jun-03,2,3,11,33,38,44,$1.5 Million
11-Jun-03,12,14,17,35,38,40,$1.4 Million
7-Jun-03,15,16,19,22,28,30,$1.3 Million
4-Jun-03,9,12,20,22,28,29,$1.2 Million
31-May-03,3,21,24,25,26,33,$1.1 Million
28-May-03,9,27,30,41,42,43,$1.0 Million
24-May-03,12,13,18,22,31,37,$1.5 Million
21-May-03,11,17,22,36,38,41,$1.4 Million
17-May-03,2,12,14,17,19,26,$1.3 Million
14-May-03,2,13,18,20,26,41,$1.2 Million
10-May-03,8,9,31,38,39,44,$1.1 Million
7-May-03,15,20,27,28,30,40,$1.0 Million
3-May-03,6,9,15,16,20,34,$1.8 Million
30-Apr-03,15,16,30,31,35,42,$1.7 Million
26-Apr-03,7,16,22,27,35,39,$1.6 Million
23-Apr-03,13,15,16,24,35,40,$1.5 Million
19-Apr-03,1,18,22,24,41,43,$1.4 Million
16-Apr-03,15,18,22,24,27,35,$1.3 Million
12-Apr-03,5,6,10,25,34,43,$1.2 Million
9-Apr-03,2,23,29,31,37,40,$1.1 Million
5-Apr-03,2,4,19,25,29,39,$1.0 Million
2-Apr-03,9,10,14,22,29,31,$1.4 Million
29-Mar-03,8,12,18,21,25,33,$1.3 Million
26-Mar-03,3,5,10,20,37,44,$1.2 Million
22-Mar-03,4,10,16,27,31,41,$1.1 Million
19-Mar-03,1,12,18,19,22,41,$1.0 Million
15-Mar-03,5,7,14,18,32,43,$6.5 Million
12-Mar-03,3,9,11,13,23,38,$6.2 Million
8-Mar-03,2,5,15,20,27,36,$5.9 Million
5-Mar-03,13,16,22,32,35,44,$5.6 Million
1-Mar-03,2,6,10,30,43,44,$5.3 Million
26-Feb-03,6,21,28,35,39,40,$5.0 Million
22-Feb-03,9,20,23,27,34,44,$4.8 Million
19-Feb-03,5,6,19,21,23,32,$4.5 Million
15-Feb-03,5,21,24,26,30,33,$4.3 Million
12-Feb-03,4,6,8,25,28,36,$4.1 Million
8-Feb-03,16,18,23,28,29,42,$3.8 Million
5-Feb-03,5,7,14,18,21,22,$3.6 Million
1-Feb-03,16,33,34,35,39,44,$3.3 Million
29-Jan-03,8,9,18,20,32,42,$3.1 Million
25-Jan-03,2,4,9,16,29,31,$3.0 Million
22-Jan-03,19,26,27,31,32,38,$2.7 Million
18-Jan-03,7,14,18,19,32,36,$2.6 Million
15-Jan-03,19,22,24,33,40,41,$2.4 Million
11-Jan-03,12,16,21,24,29,42,$2.1 Million
8-Jan-03,5,9,10,22,28,39,$2.0 Million
4-Jan-03,3,22,23,39,41,44,$1.9 Million
1-Jan-03,11,12,13,21,39,43,$1.8 Million
28-Dec-02,2,9,13,28,38,44,$1.7 Million
25-Dec-02,4,12,17,18,29,34,$1.6 Million
21-Dec-02,1,7,9,21,30,37,$1.5 Million
18-Dec-02,14,21,24,25,27,36,$1.4 Million
14-Dec-02,10,18,30,37,39,41,$1.3 Million
11-Dec-02,5,14,27,30,36,40,$1.2 Million
7-Dec-02,8,10,15,19,31,42,$1.1 Million
4-Dec-02,8,11,18,19,36,37,$1.0 Million
30-Nov-02,3,7,27,31,36,40,$2.4 Million
27-Nov-02,10,18,25,26,30,37,$2.3 Million
23-Nov-02,9,21,27,32,37,41,$2.2 Million
20-Nov-02,1,9,13,14,18,27,$2.1 Million
16-Nov-02,15,25,31,32,34,40,$2.0 Million
13-Nov-02,7,17,21,36,37,42,$1.9 Million
9-Nov-02,2,6,24,25,39,40,$1.8 Million
6-Nov-02,5,12,20,21,36,39,$1.7 Million
2-Nov-02,6,8,12,16,31,44,$1.6 Million
30-Oct-02,6,7,11,28,30,41,$1.5 Million
26-Oct-02,1,4,6,18,19,35,$1.4 Million
23-Oct-02,1,9,14,19,37,40,$1.3 Million
19-Oct-02,1,6,8,24,27,39,$1.2 Million
16-Oct-02,22,25,26,29,38,39,$1.1 Million
12-Oct-02,3,5,11,19,30,31,$1.0 Million
9-Oct-02,2,6,13,24,29,42,$3.1 Million
5-Oct-02,12,13,26,27,41,43,$2.9 Million
2-Oct-02,8,17,33,34,40,44,$2.7 Million
28-Sep-02,1,9,28,31,33,37,$2.6 Million
25-Sep-02,3,11,30,32,36,43,$2.5 Million
21-Sep-02,6,24,25,26,30,41,$2.4 Million
18-Sep-02,6,23,25,37,39,44,$2.3 Million
14-Sep-02,8,28,29,34,35,39,$2.2 Million
11-Sep-02,1,10,13,34,42,44,$2.1 Million
7-Sep-02,7,10,15,17,25,44,$2.0 Million
4-Sep-02,10,15,22,29,35,42,$1.9 Million
31-Aug-02,1,11,13,17,35,37,$1.8 Million
28-Aug-02,4,9,24,28,39,41,$1.7 Million
24-Aug-02,18,26,35,40,41,42,$1.6 Million
21-Aug-02,3,10,20,25,33,34,$1.5 Million
17-Aug-02,2,17,26,40,42,44,$1.4 Million
14-Aug-02,5,10,17,22,34,38,$1.3 Million
10-Aug-02,18,22,30,31,32,33,$1.2 Million
7-Aug-02,9,12,20,21,28,32,$1.1 Million
3-Aug-02,4,18,26,34,36,43,$1.0 Million
31-Jul-02,13,15,24,31,36,41,$2.8 Million
27-Jul-02,2,3,11,19,22,24,$2.7 Million
24-Jul-02,11,21,22,25,30,44,$2.5 Million
20-Jul-02,11,23,30,33,38,42,$2.4 Million
17-Jul-02,8,10,19,26,28,39,$2.3 Million
13-Jul-02,10,11,17,22,31,39,$2.2 Million
10-Jul-02,2,3,10,28,42,43,$2.1 Million
6-Jul-02,7,16,27,34,39,44,$2.0 Million
3-Jul-02,10,15,18,20,34,36,$1.9 Million
29-Jun-02,12,16,29,34,39,41,$1.8 Million
26-Jun-02,21,25,29,34,37,38,$1.7 Million
22-Jun-02,2,5,27,32,36,42,$1.6 Million
19-Jun-02,1,17,23,33,37,42,$1.5 Million
15-Jun-02,4,18,21,38,40,42,$1.4 Million
12-Jun-02,21,30,32,38,41,43,$1.3 Million
8-Jun-02,5,11,15,26,32,38,$1.2 Million
5-Jun-02,3,4,13,22,26,38,$1.1 Million
1-Jun-02,1,7,13,31,33,42,$1.0 Million
29-May-02,12,16,17,27,39,42,$1.2 Million
25-May-02,1,19,29,31,34,39,$1.1 Million
22-May-02,7,11,22,41,42,43,$1.0 Million
18-May-02,10,18,28,30,35,37,$1.2 Million
15-May-02,6,11,14,25,34,40,$1.1 Million
11-May-02,4,10,14,18,40,43,$1.0 Million
8-May-02,5,6,15,25,29,30,$1.3 Million
4-May-02,1,9,12,18,23,43,$1.2 Million
1-May-02,1,14,19,30,31,41,$1.1 Million
27-Apr-02,1,23,29,31,32,37,$1.0 Million
24-Apr-02,1,8,10,14,19,27,$1.8 Million
20-Apr-02,4,8,12,21,39,40,$1.7 Million
17-Apr-02,8,11,13,31,34,43,$1.6 Million
13-Apr-02,26,30,33,37,38,41,$1.5 Million
10-Apr-02,3,13,15,30,42,43,$1.4 Million
6-Apr-02,6,7,10,20,32,38,$1.3 Million
3-Apr-02,6,15,19,20,23,29,$1.2 Million
30-Mar-02,1,13,24,32,39,42,$1.1 Million
27-Mar-02,3,6,15,23,25,38,$1.0 Million
23-Mar-02,11,13,17,21,32,43,$4.2 Million
20-Mar-02,12,19,24,26,36,40,$4.0 Million
16-Mar-02,18,22,33,36,37,42,$3.8 Million
13-Mar-02,11,14,15,17,26,39,$3.5 Million
9-Mar-02,12,19,27,28,35,39,$3.3 Million
6-Mar-02,3,14,16,19,28,41,$3.0 Million
2-Mar-02,1,10,20,22,36,43,$2.9 Million
27-Feb-02,6,17,27,29,32,35,$2.6 Million
23-Feb-02,8,19,21,26,29,31,$2.5 Million
20-Feb-02,1,3,13,14,21,30,$2.4 Million
16-Feb-02,8,13,14,15,16,33,$2.3 Million
13-Feb-02,4,8,14,20,30,35,$2.2 Million
9-Feb-02,3,5,14,21,28,41,$2.1 Million
6-Feb-02,1,15,26,32,38,44,$2.0 Million
2-Feb-02,6,14,21,25,34,37,$1.9 Million
30-Jan-02,3,11,14,21,34,42,$1.8 Million
26-Jan-02,5,9,18,31,39,41,$1.7 Million
23-Jan-02,8,16,17,21,31,32,$1.6 Million
19-Jan-02,1,28,31,34,38,43,$1.5 Million
16-Jan-02,1,2,4,21,25,38,$1.4 Million
12-Jan-02,2,5,17,25,27,41,$1.3 Million
9-Jan-02,15,19,20,30,32,36,$1.2 Million
5-Jan-02,10,12,13,24,31,36,$1.1 Million
2-Jan-02,2,3,13,14,17,29,$1.0 Million
29-Dec-01,12,15,17,33,36,41,$1.1 Million
26-Dec-01,1,16,20,23,39,42,$1.0 Million
22-Dec-01,15,17,18,20,23,29,$4.9 Million
19-Dec-01,11,12,21,23,27,37,$4.6 Million
15-Dec-01,3,9,12,18,37,40,$4.5 Million
12-Dec-01,16,20,33,36,38,42,$4.3 Million
8-Dec-01,14,15,18,28,32,43,$4.1 Million
5-Dec-01,1,5,7,10,18,26,$3.9 Million
1-Dec-01,9,11,14,21,28,41,$3.7 Million
28-Nov-01,3,6,10,12,15,32,$3.5 Million
24-Nov-01,2,4,14,17,19,29,$3.4 Million
21-Nov-01,1,2,4,10,11,14,$3.2 Million
17-Nov-01,2,6,19,22,33,37,$3.1 Million
14-Nov-01,8,11,21,24,31,37,$2.9 Million
10-Nov-01,3,8,22,23,35,40,$2.7 Million
7-Nov-01,15,24,30,35,38,44,$2.6 Million
3-Nov-01,4,6,22,24,32,35,$2.5 Million
31-Oct-01,11,13,15,21,23,39,$2.4 Million
27-Oct-01,19,25,30,35,37,44,$2.3 Million
24-Oct-01,12,21,22,29,39,42,$2.2 Million
20-Oct-01,2,8,12,41,42,43,$2.1 Million
17-Oct-01,4,12,17,37,38,39,$2.0 Million
13-Oct-01,10,13,24,26,32,43,$1.9 Million
10-Oct-01,6,16,19,29,34,38,$1.8 Million
6-Oct-01,4,19,25,29,35,37,$1.7 Million
3-Oct-01,1,9,10,26,35,41,$1.6 Million
29-Sep-01,9,15,18,32,38,44,$1.5 Million
26-Sep-01,2,9,14,23,25,43,$1.4 Million
22-Sep-01,5,16,18,19,29,44,$1.3 Million
19-Sep-01,9,23,28,31,40,42,$1.2 Million
15-Sep-01,2,8,22,28,29,38,$1.1 Million
12-Sep-01,18,27,28,34,41,42,$1.0 Million
8-Sep-01,20,27,31,35,39,44,$1.7 Million
5-Sep-01,3,9,12,18,21,34,$1.6 Million
1-Sep-01,10,28,30,34,40,42,$1.5 Million
29-Aug-01,5,15,16,18,29,44,$1.4 Million
25-Aug-01,5,20,21,26,32,34,$1.3 Million
22-Aug-01,6,10,19,24,32,41,$1.2 Million
18-Aug-01,12,14,26,27,33,38,$1.1 Million
15-Aug-01,3,15,19,27,40,41,$1.0 Million
11-Aug-01,2,7,9,21,35,42,$2.0 Million
8-Aug-01,7,20,22,23,27,28,$1.9 Million
4-Aug-01,8,10,24,29,30,42,$1.8 Million
1-Aug-01,9,10,13,15,27,40,$1.7 Million
28-Jul-01,6,7,9,23,40,41,$1.6 Million
25-Jul-01,20,23,33,35,36,43,$1.5 Million
21-Jul-01,1,8,10,29,33,35,$1.4 Million
18-Jul-01,8,14,26,27,31,35,$1.3 Million
14-Jul-01,6,9,20,26,43,44,$1.2 Million
11-Jul-01,1,2,12,16,27,28,$1.1 Million
7-Jul-01,7,17,22,23,27,39,$1.0 Million
4-Jul-01,2,9,15,27,37,44,$4.0 Million
30-Jun-01,22,33,35,36,37,43,$3.9 Million
27-Jun-01,20,23,25,29,32,38,$3.6 Million
23-Jun-01,4,7,22,23,26,34,$3.5 Million
20-Jun-01,9,17,27,32,36,38,$3.2 Million
16-Jun-01,4,11,14,20,33,41,$3.1 Million
13-Jun-01,2,6,13,14,34,39,$2.9 Million
9-Jun-01,1,13,16,28,33,44,$2.7 Million
6-Jun-01,2,21,27,35,36,41,$2.5 Million
2-Jun-01,7,14,15,28,30,42,$2.4 Million
30-May-01,18,24,25,26,35,36,$2.3 Million
26-May-01,1,20,31,37,38,40,$2.2 Million
23-May-01,2,9,25,27,30,34,$2.1 Million
19-May-01,6,17,19,25,29,36,$2.0 Million
16-May-01,3,15,16,19,21,33,$1.9 Million
12-May-01,15,25,29,36,38,43,$1.8 Million
9-May-01,11,12,15,22,24,32,$1.7 Million
5-May-01,6,7,21,33,36,44,$1.6 Million
2-May-01,1,16,35,36,37,42,$1.5 Million
28-Apr-01,1,16,17,36,40,43,$1.4 Million
25-Apr-01,2,6,22,23,29,43,$1.3 Million
21-Apr-01,10,22,25,33,34,36,$1.2 Million
18-Apr-01,5,11,31,36,39,44,$1.1 Million
14-Apr-01,8,13,14,24,27,38,$1.0 Million
11-Apr-01,3,6,15,30,37,41,$2.1 Million
7-Apr-01,3,25,30,35,36,42,$2.0 Million
4-Apr-01,6,11,17,28,36,40,$1.9 Million
31-Mar-01,1,9,12,15,36,41,$1.8 Million
28-Mar-01,11,14,15,16,38,41,$1.7 Million
24-Mar-01,3,8,26,30,36,44,$1.6 Million
21-Mar-01,3,6,11,19,26,41,$1.5 Million
17-Mar-01,6,17,20,23,29,30,$1.4 Million
14-Mar-01,6,14,18,24,29,39,$1.3 Million
10-Mar-01,3,16,22,26,29,36,$1.2 Million
7-Mar-01,7,13,26,32,35,41,$1.1 Million
3-Mar-01,9,20,21,24,35,38,$1.0 Million
28-Feb-01,19,26,32,41,42,43,$1.5 Million
24-Feb-01,2,3,10,16,29,43,$1.4 Million
21-Feb-01,4,6,13,21,28,38,$1.3 Million
17-Feb-01,2,8,13,14,16,18,$1.2 Million
14-Feb-01,14,18,25,28,34,41,$1.1 Million
10-Feb-01,6,11,13,19,34,42,$1.0 Million
7-Feb-01,2,4,6,19,25,26,$2.7 Million
3-Feb-01,11,19,20,38,40,42,$2.6 Million
31-Jan-01,5,11,16,25,29,43,$2.4 Million
27-Jan-01,4,6,19,22,27,42,$2.3 Million
24-Jan-01,1,3,19,21,22,35,$2.2 Million
20-Jan-01,5,6,9,24,26,40,$2.1 Million
17-Jan-01,8,23,24,27,31,34,$2.0 Million
13-Jan-01,7,13,14,27,29,39,$1.9 Million
10-Jan-01,8,10,25,30,39,43,$1.8 Million
6-Jan-01,4,11,16,22,23,42,$1.7 Million
3-Jan-01,26,27,30,32,33,39,$1.6 Million
30-Dec-00,9,18,26,30,31,32,$1.5 Million
27-Dec-00,3,8,22,25,39,41,$1.4 Million
23-Dec-00,6,14,16,26,27,44,$1.3 Million
20-Dec-00,11,20,30,36,37,40,$1.2 Million
16-Dec-00,3,4,13,20,32,37,$1.1 Million
13-Dec-00,12,13,17,24,28,44,$1.0 Million
9-Dec-00,4,18,26,41,42,44,$3.8 Million
6-Dec-00,7,8,18,20,24,39,$3.5 Million
2-Dec-00,14,24,26,30,31,38,$3.4 Million
29-Nov-00,8,18,20,26,33,37,$3.1 Million
25-Nov-00,4,10,16,23,26,37,$2.9 Million
22-Nov-00,3,8,24,39,41,44,$2.7 Million
18-Nov-00,3,11,19,29,36,43,$2.5 Million
15-Nov-00,6,7,16,19,25,32,$2.3 Million
11-Nov-00,1,3,18,21,23,34,$2.2 Million
8-Nov-00,2,19,24,25,29,38,$2.0 Million
4-Nov-00,1,2,5,19,32,36,$1.9 Million
1-Nov-00,5,9,10,27,28,40,$1.8 Million
28-Oct-00,4,8,23,33,37,38,$1.7 Million
25-Oct-00,1,3,14,15,19,38,$1.6 Million
21-Oct-00,5,10,18,22,25,27,$1.5 Million
18-Oct-00,11,15,16,31,32,35,$1.4 Million
14-Oct-00,2,15,16,27,28,32,$1.3 Million
11-Oct-00,7,17,18,20,27,41,$1.2 Million
7-Oct-00,1,6,29,37,38,41,$1.1 Million
4-Oct-00,11,22,34,35,37,38,$1.0 Million
30-Sep-00,5,9,13,25,32,44,$6.8 Million
27-Sep-00,17,20,34,36,37,42,$6.5 Million
23-Sep-00,3,9,13,18,19,42,$6.4 Million
20-Sep-00,2,7,13,14,15,35,$6.1 Million
16-Sep-00,1,7,18,23,34,42,$5.9 Million
13-Sep-00,4,12,15,17,33,35,$5.6 Million
9-Sep-00,9,13,21,31,36,39,$5.4 Million
6-Sep-00,13,18,22,24,28,42,$5.1 Million
2-Sep-00,1,4,7,13,26,40,$5.0 Million
30-Aug-00,2,12,14,35,38,43,$4.7 Million
26-Aug-00,7,19,20,21,24,31,$4.5 Million
23-Aug-00,21,22,24,25,27,44,$4.3 Million
19-Aug-00,13,21,33,39,40,42,$4.1 Million
16-Aug-00,7,12,21,24,29,35,$3.8 Million
12-Aug-00,1,7,10,11,14,25,$3.7 Million
9-Aug-00,2,6,17,27,39,41,$3.4 Million
5-Aug-00,1,2,8,10,22,33,$3.3 Million
2-Aug-00,13,15,22,28,30,39,$3.0 Million
29-Jul-00,7,12,13,30,31,39,$2.9 Million
26-Jul-00,3,10,21,26,39,41,$2.6 Million
22-Jul-00,5,26,27,29,31,38,$2.4 Million
19-Jul-00,2,12,21,22,27,34,$2.2 Million
15-Jul-00,9,10,13,16,24,39,$2.0 Million
12-Jul-00,1,8,21,27,34,37,$1.8 Million
8-Jul-00,4,14,15,17,21,32,$1.7 Million
5-Jul-00,6,7,25,30,33,42,$1.4 Million
1-Jul-00,8,10,12,35,36,39,$1.3 Million
28-Jun-00,2,5,9,11,26,36,$1.1 Million
24-Jun-00,3,5,6,27,38,43,$1.0 Million
21-Jun-00,8,11,22,28,34,42,$1.2 Million
17-Jun-00,10,13,22,29,30,35,$1.1 Million
14-Jun-00,2,4,16,19,23,30,$1.0 Million
10-Jun-00,4,9,12,18,25,28,$19.0 Million
7-Jun-00,4,7,12,23,39,44,$18.5 Million
3-Jun-00,2,4,22,26,32,33,$18.2 Million
31-May-00,17,25,35,37,42,43,$17.6 Million
27-May-00,1,8,22,26,35,40,$17.3 Million
24-May-00,3,14,15,19,22,28,$16.7 Million
20-May-00,3,4,5,12,27,36,$16.3 Million
17-May-00,3,4,18,26,27,29,$15.8 Million
13-May-00,4,7,28,30,39,40,$15.4 Million
10-May-00,12,20,22,23,28,36,$14.7 Million
6-May-00,3,12,14,19,37,38,$14.2 Million
3-May-00,1,7,20,26,40,43,$13.8 Million
29-Apr-00,1,9,16,21,23,31,$13.5 Million
26-Apr-00,4,13,16,28,29,32,$13.0 Million
22-Apr-00,1,3,7,14,25,31,$12.7 Million
19-Apr-00,6,22,27,33,40,42,$12.3 Million
15-Apr-00,3,18,19,22,24,39,$12.0 Million
12-Apr-00,1,3,15,24,35,38,$11.5 Million
8-Apr-00,12,15,18,24,39,41,$11.2 Million
5-Apr-00,27,29,32,35,36,38,$10.7 Million
1-Apr-00,3,20,32,33,37,40,$10.4 Million
29-Mar-00,5,7,14,36,39,40,$10.0 Million
25-Mar-00,8,11,22,28,29,36,$9.7 Million
22-Mar-00,1,12,18,24,29,41,$9.2 Million
18-Mar-00,3,8,15,23,31,44,$9.0 Million
15-Mar-00,5,15,18,20,23,44,$8.7 Million
11-Mar-00,4,5,7,9,17,26,$8.5 Million
8-Mar-00,3,7,22,30,42,43,$7.7 Million
4-Mar-00,4,5,8,21,26,39,$7.2 Million
1-Mar-00,3,7,16,25,35,36,$6.7 Million
26-Feb-00,17,20,21,26,30,41,$6.4 Million
23-Feb-00,3,7,10,17,22,39,$6.0 Million
19-Feb-00,8,21,23,29,35,40,$5.8 Million
16-Feb-00,1,12,14,24,29,37,$5.4 Million
12-Feb-00,6,11,16,40,43,44,$5.3 Million
9-Feb-00,10,17,19,27,33,44,$4.9 Million
5-Feb-00,9,14,21,35,36,43,$4.7 Million
2-Feb-00,1,7,14,30,36,37,$4.5 Million
29-Jan-00,2,9,13,15,25,27,$4.3 Million
26-Jan-00,6,7,12,15,36,42,$4.0 Million
22-Jan-00,21,22,25,26,29,38,$3.9 Million
19-Jan-00,12,21,24,30,40,43,$3.6 Million
15-Jan-00,1,2,5,14,22,24,$3.4 Million
12-Jan-00,19,29,32,34,36,44,$3.1 Million
8-Jan-00,5,16,19,21,41,43,$2.9 Million
5-Jan-00,6,10,21,28,32,37,$2.6 Million
1-Jan-00,21,34,35,38,41,44,$2.4 Million
29-Dec-99,13,14,16,32,41,43,$2.2 Million
25-Dec-99,7,20,28,31,42,43,$2.1 Million
22-Dec-99,1,5,13,19,31,34,$1.8 Million
18-Dec-99,11,17,19,26,28,44,$1.7 Million
15-Dec-99,2,4,13,16,36,44,$1.5 Million
11-Dec-99,2,3,6,15,23,30,$1.4 Million
8-Dec-99,5,8,9,21,34,38,$1.3 Million
4-Dec-99,1,6,23,24,38,44,$1.2 Million
1-Dec-99,3,12,16,22,24,38,$1.1 Million
27-Nov-99,13,14,25,36,41,43,$1.0 Million
24-Nov-99,18,25,30,34,41,44,$2.5 Million
20-Nov-99,10,15,16,36,38,40,$2.4 Million
17-Nov-99,3,6,11,23,27,33,$2.3 Million
13-Nov-99,3,17,19,24,30,38,$2.2 Million
10-Nov-99,9,12,20,26,36,41,$2.0 Million
6-Nov-99,2,6,30,37,40,44,$1.9 Million
3-Nov-99,16,17,25,36,41,43,$1.8 Million
30-Oct-99,3,9,29,36,38,39,$1.7 Million
27-Oct-99,5,13,36,41,43,44,$1.6 Million
23-Oct-99,3,14,16,20,27,31,$1.5 Million
20-Oct-99,9,15,19,29,30,37,$1.4 Million
16-Oct-99,4,9,21,26,31,32,$1.3 Million
13-Oct-99,4,9,10,12,22,35,$1.2 Million
9-Oct-99,9,11,16,20,34,42,$1.1 Million
6-Oct-99,8,23,24,35,41,43,$1.0 Million
2-Oct-99,3,7,16,21,29,34,$4.3 Million
29-Sep-99,2,14,19,22,30,32,$4.1 Million
25-Sep-99,4,6,13,18,21,32,$3.6 Million
22-Sep-99,1,6,9,19,24,36,$3.6 Million
18-Sep-99,11,13,24,25,36,37,$3.4 Million
15-Sep-99,7,11,13,16,17,34,$3.3 Million
11-Sep-99,2,10,14,27,39,43,$3.2 Million
8-Sep-99,4,7,14,17,37,44,$3.0 Million
4-Sep-99,2,6,9,12,25,26,$2.8 Million
1-Sep-99,3,11,13,19,21,32,$2.6 Million
28-Aug-99,2,10,11,30,36,43,$2.4 Million
